,index,URN,NOS Title,correct_exact_matches
7963,sfhdiabcyp16.pdf,SFHDIABCYP16,Monitor and support a child/young person with diabetes using oral medication to improve their health,Management; Therapy; Age; Child protection; Education; Create environment; Information audit; Diabetes management; Listen; Nutrition
7964,sfhdiabcyp17.pdf,SFHDIABCYP17,"Provide care and support to meet the immediate needs of the child or young person newly diagnosed with type 2 diabetes, and their family",Management; Therapy; History; Age; Child protection; Education; Create environment; Information audit; Diabetes management; Nutrition; It management
7965,sfhdiabcyp18.pdf,SFHDIABCYP18,"Provide advice and support to enable a child or young person recently diagnosed with type 2 diabetes, and their family, manage their diabetes by diet and physical activity",Management; Age; Food; Child protection; Education; Create environment; Information audit; Diabetes management; Nutrition
7966,sfhdiabcyp19.pdf,SFHDIABCYP19,"Provide ongoing advice and support about food and physical activity to a child or young person with type 2 diabetes, and their family, to enable them to manage challenges to their health",Management; Age; Food; Child protection; Education; Create environment; Information audit; Diabetes management; Nutrition; Hormone
7967,sfhdiabcyp20.pdf,SFHDIABCYP20,Assess the need for a child/young person with type 2 diabetes to start insulin therapy,Management; Therapy; Age; Insulin; Child protection; Education; Create environment; Information audit; Diabetes management; Nutrition
7968,sfhdiabcyp21.pdf,SFHDIABCYP21,Enable a child or young person with type 2 diabetes to start insulin therapy,Management; Therapy; Age; Insulin; Food; Child protection; Education; Fear; Injection; Create environment; Information audit; Diabetes management; Nutrition
7969,sfhdiabda4.pdf,SFHDIABDA4,Assist individuals with diabetes to help and support each other,Management; Education; Retinopathy; Learning style; Nutrition
7970,sfhdiabdf01.pdf,SFHDIABDF01,Undertake advanced examination and risk assessment of the feet of an individual with diabetes,Management; General practitioner; Podiatry; Self care; Child protection; Education; Retinopathy; Pathophysiology; Risk assessment; Information audit; Diabetes management; Nutrition; Foot problem; Psychology
7971,sfhdiabdf02.pdf,SFHDIABDF02,Implement specialist foot treatment for an individual with diabetes,Management; General practitioner; Podiatry; Self care; Child protection; Education; Sepsis; Debridement; Retinopathy; Prescription; Amputation; Pathophysiology; Information audit; Nutrition; Foot problem; Psychology
7972,sfhdiabdf03.pdf,SFHDIABDF03,Provide wound care to treat an ulcerated foot of an individual with diabetes,Management; Podiatry; Instruction; Self care; Child protection; Education; Information audit; Diabetes management; Nutrition; Foot problem; Psychology
7973,sfhdiabed01.pdf,SFHDIABED01,Provide advice and information to men with diabetes about erectile dysfunction,History; Storage; React
7974,sfhdiabed02.pdf,SFHDIABED02,Assess a man with diabetes for erectile dysfunction,Management; History; Education; Information audit; Diabetes management; Nutrition; Pathology
7975,sfhdiabed03.pdf,SFHDIABED03,Provide treatment for erectile dysfunction in a man with diabetes,Management; General practitioner; Education; Contraindication; Smoking cessation; Information audit; Diabetes management; Nutrition
7976,sfhdiabga4.pdf,SFHDIABGA4,Inform individuals of a diagnosis of type 2 diabetes or impaired glucose tolerance,Management; Education; Impaired glucose tolerance; Retinopathy; Nutrition
7977,sfhdiabha1.pdf,SFHDIABHA1,Assess the healthcare needs of individuals with diabetes and agree care plans,Management; Education; Retinopathy; Listen; Nutrition
7978,sfhdiabha10.pdf,SFHDIABHA10,Help individuals with diabetes reduce cardiovascular risk,Management; Therapy; History; Age; Education; Hypertension; Retinopathy; Nutrition
7979,sfhdiabha11.pdf,SFHDIABHA11,Assess the need for an individual to start insulin therapy,Management; Transporting; Therapy; Insulin; Education; Retinopathy; Nutrition
7980,sfhdiabha12.pdf,SFHDIABHA12,Enable an individual with type 2 diabetes to start insulin therapy,Management; Transporting; Therapy; Insulin; Education; Retinopathy; Nutrition
7981,sfhdiabha13.pdf,SFHDIABHA13,Provide information and advice to enable an individual with diabetes to minimise the risks of hypoglycaemia,Acting; Management; Training; Education; Diabetes management; Nutrition
7982,sfhdiabha2.pdf,SFHDIABHA2,Work in partnership with individuals to sustain care plans to manage their diabetes,Management; Therapy; Insulin; Education; Informed consent; Retinopathy; Nutrition
7983,sfhdiabha3.pdf,SFHDIABHA3,Examine the feet of an individual with diabetes and advise on care,Management; Self care; Education; Retinopathy; Risk assessment; Nutrition; Pedal; Trauma; Foot problem
7984,sfhdiabha5.pdf,SFHDIABHA5,"Help an individual understand the effects of food, drink and exercise on their diabetes",Management; Food; Education; Retinopathy; Nutrition
7985,sfhdiabha7.pdf,SFHDIABHA7,"Develop, agree and review a dietary plan for an individual with diabetes",Management; History; Food; Education; Cooking; Retinopathy; Nutrition
7986,sfhdiabha8.pdf,SFHDIABHA8,Enable individuals with diabetes to monitor their blood glucose levels,Management; Blood sugar; Education; Retinopathy; Nutrition
7987,sfhdiabha9.pdf,SFHDIABHA9,Help an individual with diabetes to improve blood glucose control,Management; Therapy; History; Age; Insulin; Food; Education; Retinopathy; Nutrition
7988,sfhdiabhc3.pdf,SFHDIABHC3,Instil eye drops to dilate the pupil prior to image capture,Management; Handle complaints; Education; Infection control; Capture; Prescription; Storage; Treatment planning
7989,sfhdiabhc4.pdf,SFHDIABHC4,Obtain images of the retina,Management; Retina; External fixation; Photography; Handle complaints; Education; Infection control; Capture; Lighting; Retinopathy; Compliance; Treatment planning; Digital imaging
7990,sfhdiabhc5.pdf,SFHDIABHC5,Assess images of the fundus for evidence of disease,Management; Triage; Handle complaints; Education; Retinopathy; Anatomy; Treatment planning; Physiology
7991,sfhdiabhc6.pdf,SFHDIABHC6,Assess images of the fundus to establish the degree of diabetic retinopathy or other abnormality,Management; Lesion; Handle complaints; Education; Retinopathy; Anatomy; Treatment planning; Physiology
7992,sfhdiabhc7.pdf,SFHDIABHC7,Assess the eye for evidence of disease or abnormality using slit-lamp biomicroscopy,Management; Lesion; Photography; Handle complaints; Education; Infection control; Retinopathy; Anatomy; Treatment planning; Physiology
7993,sfhdiabhd2.pdf,SFHDIABHD2,Assist an individual to sustain oral medication to improve their condition,Management; Therapy; Food; Education; Retinopathy; Prescription; Listen; Nutrition; Cooperation
7994,sfhdiabhd3.pdf,SFHDIABHD3,Help individuals with type 2 diabetes to continue insulin therapy,Management; Transporting; Therapy; Insulin; Education; Fear; Injection; Retinopathy; Storage; Listen; Nutrition
7995,sfhdiabhd4.pdf,SFHDIABHD4,Identify hypoglycaemic emergencies and help others manage them,Life support; Comment; Food; Nutrition
7996,sfhdiabhd6.pdf,SFHDIABHD6,Assist individuals with diabetes to manage their condition when they have been admitted to a hospital ward for other health needs,Contingency plan; Management; Transporting; Insulin; Education; Retinopathy; Nutrition; It management
7997,sfhdiabhd7.pdf,SFHDIABHD7,Monitor and support a care plan for an individual with diabetes admitted to a general ward,Management; Education; Retinopathy; Nutrition
7998,sfhdiabhd8.pdf,SFHDIABHD8,Review and evaluate the progress of a care plan for an individual with diabetes admitted to a general ward and prepare for discharge,Management; General practitioner; Transporting; Insulin; Instruction; Education; Retinopathy; Diabetes management; Nutrition
7999,sfhdiabipt01.pdf,SFHDIABIPT01,Assess the suitability of insulin pump therapy for an individual with type 1 diabetes,Management; Surgery; Therapy; Insulin; Food; Education; Infusion pump; Retinopathy; Infusion; Diabetes management; Nutrition; Psychology
8000,sfhdiabipt02.pdf,SFHDIABIPT02,Provide preliminary education about insulin pump therapy for an individual with type 1 diabetes,Management; Surgery; Cannula; Therapy; Training; Insulin; Food; Education; Infusion pump; Retinopathy; Infusion; Diabetes management; Nutrition; Psychology
8001,sfhdiabipt04.pdf,SFHDIABIPT04,Enable an individual with type 1 diabetes to administer insulin by pump,Management; Surgery; Cannula; Therapy; Training; Insulin; Instruction; Food; Trial; Education; Infusion pump; Injection; Retinopathy; Training material; Infusion; Diabetes management; Nutrition; Regimen; Asepsis; Psychology
8002,sfhdiabipt05.pdf,SFHDIABIPT05,Provide ongoing support to an individual administering insulin by pump,Management; Surgery; General practitioner; Therapy; Insulin; Instruction; Food; Education; Infusion pump; Retinopathy; Infusion; Diabetes management; Welfare; Nutrition; Psychology
8003,sfhdiabipt06.pdf,SFHDIABIPT06,Provide ongoing dietary education for an individual with type 1 diabetes administering insulin by pump,Management; Surgery; Therapy; Parameter; Insulin; Food; Protein; Education; Infusion pump; Retinopathy; Infusion; Information audit; Diabetes management; Nutrition; Psychology
8004,sfhdiabpd01.pdf,SFHDIABPD01,Provide advice and information on planning pregnancy to all women with diabetes of childbearing age,Management; Age; Education; Make decision; Information audit; Diabetes management; Nutrition
8005,sfhdiabpd02.pdf,SFHDIABPD02,Agree care plans to help women with diabetes prepare for a safe and healthy pregnancy,Management; Therapy; History; Family support; Insulin; Education; Prescription; Information audit; Diabetes management; Antibody; Food safety
8006,sfhdiabpd03.pdf,SFHDIABPD03,Support and review care plans to help women with diabetes prepare for a safe and healthy pregnancy,Management; Therapy; Family support; Insulin; Education; Information audit; Diabetes management; Nutrition
8007,sfhdiabpd05.pdf,SFHDIABPD05,Agree new care plans for women with diabetes who are pregnant,Management; Therapy; History; Family support; Insulin; Education; Injection; Inhibitor; Prescription; Information audit; Diabetes management; Food safety; Nutrition
8008,sfhdiabpd07.pdf,SFHDIABPD07,Agree and support care plans to help women manage their diabetes during labour and immediately following delivery,Management; Insulin; Education; Informed consent; Information audit; Diabetes management; Nutrition; Gestational diabetes
8009,sfhdiabpd10.pdf,SFHDIABPD10,Identify symptoms of gestational diabetes and refer a woman for further assessment,Management; History; Education; Informed consent; Information audit; Diabetes management; Nutrition; Gestational diabetes
8010,sfhdiabpd11.pdf,SFHDIABPD11,Assess a woman for gestational diabetes and make a diagnosis,Management; Education; Information audit; Diabetes management; Nutrition; Gestational diabetes
8011,sfhdiabpd12.pdf,SFHDIABPD12,Inform a woman of a diagnosis of gestational diabetes,Management; Education; Information audit; Diabetes management; Nutrition; Gestational diabetes
8012,sfhdiabpd13.pdf,SFHDIABPD13,Agree care plans with women who have gestational diabetes,Management; Family support; Insulin; Education; Information audit; Diabetes management; Nutrition; Gestational diabetes
8013,sfhdiabpd15.pdf,SFHDIABPD15,Support and advise women with gestational diabetes after they have given birth,Management; Education; Information audit; Diabetes management; Nutrition; Gestational diabetes; Care planning
8014,sfhdiabpt03.pdf,SFHDIABPT03,Provide dietary education for an individual with type 1 diabetes who is contemplating insulin pump therapy,Management; Surgery; Therapy; Insulin; Food; Education; Infusion pump; Retinopathy; Infusion; Diabetes management; Nutrition; Psychology; Estimating
8015,sfhdiabtpa01.pdf,SFHDIABTPA01,Enable a young person with diabetes develop self management skills,Management; Therapy; Age; Insulin; Child protection; Education; Injection; Create environment; Retinopathy; Information audit; Diabetes management; Nutrition; It management
8016,sfhdiabtpa02.pdf,SFHDIABTPA02,Help a young person manage their diabetes during adolescence,Management; Age; Higher education; Child protection; Education; Create environment; Retinopathy; Information audit; Diabetes management; Nutrition
8017,sfhdiabtt01.pdf,SFHDIABTT01,Identify symptoms of diabetes and refer individuals for further assessment,Management; Surgery; History; Education; Informed consent; Information audit; Diabetes management; Nutrition
8018,sfhdiabtt02.pdf,SFHDIABTT02,Assess individuals with symptom of diabetes and make a diagnosis,Management; History; Insulin; Critical care; Education; Retinopathy; Information audit; Diabetes management; Nutrition; Gestational diabetes
8019,sfhdiabtt03.pdf,SFHDIABTT03,Inform individuals of a diagnosis of type 1 diabetes,Management; Insulin; Education; Retinopathy; Information audit; Diabetes management; Nutrition
8020,sfhdiabtx01.pdf,SFHDIABTX01,Provide therapy to meet the immediate healthcare needs of individuals newly diagnosed with type 1 diabetes,Management; Therapy; History; Insulin; Acute care; Education; Retinopathy; Prescription; Information audit; Diabetes management; Nutrition; It management
8021,sfhdiabtx02.pdf,SFHDIABTX02,Support an individual with type 1 diabetes in the early stages after diagnosis,Management; Insulin; Education; Retinopathy; Information audit; Diabetes management; Nutrition
8022,sfhdiabtx03.pdf,SFHDIABTX03,"Help an individual using insulin therapy to manage their diabetes understand the effects of food, drink, physical activity and medication on their health and well-being",Management; Therapy; Insulin; Food; Education; Informed consent; Injection; Retinopathy; Diabetes management; Nutrition; Care planning
8023,sfhdt01.pdf,SFHDT01,Assess the feasibility of meeting client requirements for custom-made dental devices,Promote; Quality audit; Chemical process; Age; Training; Instruction; Articulate; Environmental protection; Cost; Oral healthcare; Medical device; Plaster; Prescription; Anatomy; Lifelong learning; Outsourcing; Storage; Material move; Treatment planning; Manufacturing process; Physiology
8024,sfhdt02.pdf,SFHDT02,Provide technical advice on the feasibility and design of custom-made dental devices,Management; Quality audit; Functional requirement; Denture; Refractory; Phonetics; Thermal; Wax; Training; Production process; Trial; Environmental protection; Cost; Oral healthcare; Medical device; Prescription; Anatomy; Lifelong learning; Storage; Chemical composition; Treatment planning; Mould; Schedule; Team lead; Manufacturing process; Physiology
8025,sfhdt03.pdf,SFHDT03,"Produce custom-made trays, casts, baseplates and occlusal registration rims for the design and manufacture of removable prostheses",Material selection; Promote; Quality audit; Phonetics; Composition; Thermal; Wax; Survey; Training; Production process; Environmental protection; Ageing; Oral healthcare; Render; Medical device; Prescription; Coefficient; Anatomy; Lifelong learning; Smooth; Material move; Chemical composition; Cleaning; Mould; Manufacturing process; Physiology
8026,sfhdt16.pdf,SFHDT16,Design and manufacture tooth coloured bridge restorations based on non-metallic substructures,Management; Material selection; Quality audit; Denture; Phonetics; Composition; Parameter; Dentistry; Thermal; Wax; Age; Training; Instruction; Production process; Environmental protection; Ageing; Oral healthcare; Composite; Simulation; Medical device; Oral hygiene; Physic; Prescription; Bridge; Coefficient; Anatomy; Lifelong learning; Abutment; Storage; Toxicity; Smooth; Chemical composition; Fault; Cleaning; Trauma; Material process; Ceramic; Manufacturing process; Physiology
8027,sfhdt22.pdf,SFHDT22,Design and manufacture obturators,Surgery; Material selection; Soldering; Quality audit; Functional requirement; Denture; Phonetics; Maximum; Composition; Dentistry; Thermal; Wax; Chemotherapy; Age; Welding; Instruction; Production process; Food; Articulate; Medical management; Trial; Grain; Environmental protection; Infection control; Ageing; Cost; Oral healthcare; Contraindication; Crystal; Medical device; Roof; Polish; Plaster; Silicone; Hardening; Prescription; Coefficient; Rehabilitation; Anatomy; Lifelong learning; Abutment; Storage; Precipitation; Compliance; Smooth; Reconstruction; Chemical composition; Liner; Cleaning; Mould; Chemistry; Trauma; Manufacturing process; Solder; Physiology; Care planning
8028,sfhdt23.pdf,SFHDT23,Design and manufacture implant-based prostheses,Material selection; Soldering; Quality audit; Denture; Phonetics; Maximum; Composition; Dentistry; Dental technology; Thermal; Wax; Age; Welding; Instruction; Production process; Articulate; Trial; Grain; Environmental protection; Ageing; Cost; Oral healthcare; Viscoelasticity; Contraindication; Crystal; Medical device; Polish; Silicone; Hardening; Prescription; Indexing; Coefficient; Anatomy; Lifelong learning; Abutment; Storage; Precipitation; Compliance; Smooth; Chemical composition; Cleaning; Treatment planning; Mould; Trauma; Schedule; Ceramic; Manufacturing process; Solder; Physiology
8029,sfhdys1.pdf,SFHDYS1,Undertake protocol-guided swallow screening/ assessments,Management; Dysphagia; Age; Training; Infection control; Informed consent; Sort; Hydration; Record keeping; Anatomy; Social services; Nutrition; Physiology
8030,sfhdys2.pdf,SFHDYS2,Undertake a comprehensive dysphagia assessment,Management; Dysphagia; Environmental issue; Age; Food; Trial; Informed consent; Sort; Record keeping; Anatomy; Risk assessment; Malnutrition; Clinical practice; Physiology
8031,sfhdys3.pdf,SFHDYS3,Undertake a specialist dysphagia assessment,Management; Dysphagia; Environmental issue; Chemotherapy; Age; Food; Informed consent; Sort; Differential diagnosis; Therapeutic intervention; Record keeping; Anatomy; Brachytherapy; Malnutrition; Clinical practice; Physiology
8032,sfhdys4.pdf,SFHDYS4,Develop a dysphagia care plan,Management; Dysphagia; Denture; Environmental issue; Chemotherapy; Age; Food; Hearing aid; Lighting; Informed consent; Rehabilitation; Anatomy; Brachytherapy; Prognosis; Alteration; Physiology; Care planning
8033,sfhec05.pdf,SFHEC05,Assess and determine the health status and health care needs of adults presenting for emergency assistance,Information sharing; Parameter; Survey; Age; Mental health; Informed consent; Sort; Medical emergency; Urinalysis; Trauma; Glasgow coma scale
8034,sfhec07.pdf,SFHEC07,Assess and determine the health status and needs of children or young people presenting for emergency assistance,Information sharing; Parameter; Survey; Age; Mental health; Child protection; Informed consent; Sort; Medical emergency; Urinalysis; Trauma; Glasgow coma scale
8035,sfhec13.pdf,SFHEC13,Provide clinical care advice and information to others pending the attendance of emergency assistance,First aid; Storage; Emergency services; Trauma
8036,sfhec15.pdf,SFHEC15,Perform endotracheal intubation in an emergency situation,Information sharing; Maximum; Age; Mental health; Calculation; Informed consent; Contraindication; Anatomy; Ventilation; Trauma; Physiology
8037,sfhec17.pdf,SFHEC17,Provide intermediate life support,Promote; Information sharing; Patient care; Life support; Age; Mental health; Infection control; Informed consent; Contraindication; Airway management; Anatomy; Compression; Ventilation; Physiology
8038,sfhec18.pdf,SFHEC18,Perform automated external defibrillation,Information sharing; Maximum; Life support; Mental health; Infection control; Informed consent; Electrode; Defibrillation; Compression; Ventilation
8039,sfhec21.pdf,SFHEC21,Contribute to social care during emergency situations,Promote; Informed consent; Sort
8040,sfhec22.pdf,SFHEC22,Operate emergency vehicles,Traffic law; Infection control; Consumables; Paramedic; Linen; Vehicle inspection; Fault; Civil law; Cleaning; Packaging; Decontamination
8041,sfhec23.pdf,SFHEC23,Evacuate and transport individuals who require emergency transport to suitable locations for treatment/intervention/care,Transporting; Age; Mental health; Interpersonal skill; Medical terminology; Present report; Transport
8042,sfhec25.pdf,SFHEC25,"Decontaminate individuals affected by a chemical, biological, radiological or nuclear incident",Ventilation equipment; Detergent; Triage; Informed consent; Injection; Particle; Prescription; Toxicity; Risk assessment; Decontamination; Toxicology; Vaccination; Alteration
8043,sfhec31.pdf,SFHEC31,Manage major emergency situations,Acting; Management; Incident report; Survey; Instruction; Informed consent; Sort
8044,sfhec34.pdf,SFHEC34,Organise emergency reception and treatment services following a major incident,Acting; Management; History; Training; Medium coverage
8045,sfhend01.pdf,SFHEND01,Communicate and relate to individuals during endoscopic procedures,Management; Empower; Endoscopic procedure; Endoscopy; Informed consent; Listening; Record keeping; Coordination; Clinical practice
8046,sfhend02.pdf,SFHEND02,Provide information on endoscopic procedures to individuals,Management; Endoscopic procedure; Endoscopy; Informed consent; Record keeping; Coordination; Clinical practice
8047,sfhend03.pdf,SFHEND03,Refer individuals for endoscopic procedures,Management; Endoscopic procedure; History; Endoscopy; Record keeping; Anatomy; Coordination; Pathology; Clinical practice; Physiology
8048,sfhend04.pdf,SFHEND04,Schedule endoscopic procedures for individuals,Management; Booking; Endoscopic procedure; Endoscopy; Information systems; Informed consent; Record keeping; Coordination; Schedule; Clinical practice
8049,sfhend05.pdf,SFHEND05,Agree endoscopic procedures for individuals,Management; Endoscopic procedure; Endoscopy; Informed consent; Record keeping; Anatomy; Coordination; Pathology; Schedule; Clinical practice; Physiology
8050,sfhend06.pdf,SFHEND06,Prepare the delivery of endoscopic procedures,Management; Endoscopic procedure; Endoscopy; Record keeping; Coordination; Clinical practice
8051,sfhend07.pdf,SFHEND07,Prepare individuals for endoscopic procedures,Management; Endoscopic procedure; Endoscopy; Instruction; Informed consent; Record keeping; Coordination; Clinical practice
8052,sfhend08.pdf,SFHEND08,Position individuals during endoscopic procedures,Management; Endoscopic procedure; Endoscopy; Coordinate; Informed consent; Record keeping; Anatomy; Coordination; Pathology; Clinical practice; Physiology
8053,sfhend09.pdf,SFHEND09,Assist colleagues during endoscopic procedures,Management; Endoscopic procedure; Endoscopy; Informed consent; Record keeping; Coordination; Clinical practice
8054,sfhend10.pdf,SFHEND10,Administer sedation and analgesia to individuals during endoscopic procedures,Management; Endoscopic procedure; Parameter; Endoscopy; Instruction; Informed consent; Record keeping; Anatomy; Coordination; Pathology; Clinical practice; Physiology
8055,sfhend11.pdf,SFHEND11,Assess and optimise the condition of individuals during endoscopic procedures,Management; Endoscopic procedure; Endoscopy; Coordinate; Optimisation; Informed consent; Record keeping; Coordination; Clinical practice
8056,sfhend12.pdf,SFHEND12,Perform diagnostic and therapeutic endoscopic procedures,Management; Endoscopic procedure; Endoscopy; First aid; Record keeping; Anatomy; Therapeutic procedure; Coordination; Pathology; Clinical practice; Physiology; Endoscope
8057,sfhend13.pdf,SFHEND13,Identify signs of abnormality revealed by endoscopic procedures,Management; Endoscopic procedure; Endoscopy; Informed consent; Record keeping; Anatomy; Coordination; Pathology; Clinical practice; Physiology; Endoscope
8058,sfhend14.pdf,SFHEND14,Collect specimens through the use of endoscopic procedures,Management; Endoscopic procedure; Endoscopy; Informed consent; Record keeping; Anatomy; Collection; Coordination; Pathology; Clinical practice; Physiology; Endoscope
8059,sfhend15.pdf,SFHEND15,Manage polyps through the use of endoscopic procedures,Management; Endoscopic procedure; Endoscopy; Informed consent; Polypectomy; Record keeping; Anatomy; Coordination; Pathology; Clinical practice; Physiology; Endoscope
8060,sfhend16.pdf,SFHEND16,Manage strictures through the use of endoscopic procedures,Management; Endoscopic procedure; Endoscopy; Fluoroscopy; Informed consent; Record keeping; Anatomy; Coordination; Pathology; Clinical practice; Physiology; Endoscope
8061,sfhend17.pdf,SFHEND17,Manage haemostasis through the use of endoscopic procedures,Management; Endoscopic procedure; Endoscopy; Informed consent; Record keeping; Anatomy; Coordination; Pathology; Clinical practice; Physiology; Endoscope
8062,sfhend19.pdf,SFHEND19,Provide reports on endoscopic procedures,Management; Endoscopic procedure; Endoscopy; Record keeping; Coordination; Clinical practice
8063,sfhend20.pdf,SFHEND20,Provide care for individuals recovering after endoscopic procedures,Management; Endoscopic procedure; Endoscopy; Informed consent; Record keeping; Coordination; Transport; Clinical practice
8064,sfhend21.pdf,SFHEND21,Reprocess endoscopy equipment,Management; Endoscopic procedure; Endoscopy; Consumables; Record keeping; Cleaning; Decontamination; Clinical practice; Endoscope
8065,sfheusc02.pdf,SFHEUSC02,Obtain supporting information to inform the assessment of an individual,Acting; Medical assistance; History; Capture; Informed consent; Sort
8066,sfheusc03.pdf,SFHEUSC03,Coordinate further assessments and investigations of an individual prior to initiation of an intervention,Coordinate; Informed consent; Coordination; Coordinating
8067,sfheusc05.pdf,SFHEUSC05,Review presenting conditions and determine the appropriate intervention for the individual,Contingency plan; History; Informed consent; Therapeutic intervention; Anatomy; Pathology; Physiology
8068,sfheusc07.pdf,SFHEUSC07,"Prioritise individuals for further assessment, treatment and care",Service provision; Informed consent
8069,sfheusc08.pdf,SFHEUSC08,Prioritise the interventions to be performed for an individual,Management; Pain management; Informed consent; Contraindication; Anatomy; Pathology; Clinical practice; Physiology
8070,sfheusc17.pdf,SFHEUSC17,Manage emergency situations that occur as a result of an eusc intervention,Management; Instrumentation; Asepsis
8071,sfheusc18.pdf,SFHEUSC18,Undertake endotracheal extubation within an eusc environment,Management; Maximum; Infection control; Contraindication; Anatomy; Pathology; Ventilation; Asepsis; Physiology
8072,sfheusc19.pdf,SFHEUSC19,Administer pharmaceutical interventions,Surgery; Emergency care; Parameter; History; Instruction; Critical care; Informed consent; Anatomy; Pathology; Trauma; Asepsis; Physiology
8073,sfheusc20.pdf,SFHEUSC20,Use pre-planned methods to manage blood loss,Management; Parameter; Pain management; Infection control; Salvage; Anatomy; Risk assessment; Pathology; Trauma; Asepsis; Physiology
8074,sfheusc21.pdf,SFHEUSC21,Administer anaesthetic interventions,Parameter; History; Instruction; Infection control; Anaesthetic; Informed consent; Airway management; Anatomy; Pathology; Trauma; Asepsis; Physiology
8075,sfheusc22.pdf,SFHEUSC22,"Manage airways, breathing and circulation during a surgical intervention",Management; Maximum; Parameter; History; Life support; Infection control; Anatomy; Defibrillation; Invasive procedure; Pathology; React; Asepsis; Physiology
8076,sfheusc23.pdf,SFHEUSC23,Maintain the viability of a surgical site,Infection control; Debridement; Anatomy; Pathology; React; Asepsis; Physiology
8077,sfheusc24.pdf,SFHEUSC24,Bring an individual back to consciousness following an intervention,Recovery unit; Pain management; Anaesthetic; Anatomy; Pathology; Physiology
8078,sfheusc25.pdf,SFHEUSC25,Monitor the individual within the critical care environment,Critical care; Infection control; Informed consent; Anatomy; Intensive care; Pathology; Asepsis; Physiology
8079,sfheusc26.pdf,SFHEUSC26,Care for the individual within the critical care environment,Cleanliness; Instruction; Critical care; Infection control; Informed consent; Anatomy; Intensive care; Mobility; Pathology; React; Asepsis; Physiology
8080,sfheusc27.pdf,SFHEUSC27,Open an invasive intervention site,Infection control; Sterility; Informed consent; Anatomy; Pathology; Trauma; Asepsis; Physiology
8081,sfheusc29.pdf,SFHEUSC29,Extract and/or excise surface and subcutaneous foreign bodies from an individual,Layer; Infection control; Informed consent; Anatomy; Risk assessment; Pathology; Trauma; Physiology
8082,sfheusc30.pdf,SFHEUSC30,Excise intra-muscular and internal foreign bodies from an individual,Instruction; Infection control; Informed consent; Anatomy; Risk assessment; Pathology; Trauma; Asepsis; Physiology
8083,sfheusc31.pdf,SFHEUSC31,Remove organs and tissue from live individuals,Wound management; Instruction; Dissection; Infection control; Debridement; Informed consent; Anatomy; Transplant; Pathology; Ventilation; Trauma; Transport; Asepsis; Physiology
8084,sfheusc32.pdf,SFHEUSC32,Perform organ and tissue retrieval from cadavers,Dissection; Instrumentation; Informed consent; Anatomy; Transplant; Pathology; Transport; Asepsis; Physiology
8085,sfheusc33.pdf,SFHEUSC33,Maintain access to the invasive site during an intervention,Parameter; Instrumentation; Infection control; Sterility; Debridement; Anatomy; Risk assessment; Pathology; Trauma; Asepsis; Physiology
8086,sfheusc34.pdf,SFHEUSC34,Provide musculo-skeletal support,Muscle; Informed consent; Asepsis; Nervous systems
8087,sfheusc35.pdf,SFHEUSC35,Reduce dislocated joints using surgical techniques,Acting; Age; Instruction; Infection control; Muscle; Informed consent; Rehabilitation; Anatomy; Trauma; Asepsis
8088,sfheusc36.pdf,SFHEUSC36,Reduce dislocated joints using non-surgical techniques,Acting; Age; Instruction; Muscle; Informed consent; Rehabilitation; Anatomy; Asepsis
8089,sfheusc37.pdf,SFHEUSC37,Re-align bones,Wound management; Age; Instruction; Dissection; Infection control; Muscle; Informed consent; Rehabilitation; Anatomy; Pathology; Trauma; Asepsis; Physiology
8090,sfheusc38.pdf,SFHEUSC38,Re-construct bones,Age; Instruction; Dissection; Infection control; Graft; Debridement; Informed consent; Rehabilitation; Anatomy; Amputation; Reconstruction; Pathology; Trauma; Asepsis; Physiology
8091,sfheusc39.pdf,SFHEUSC39,"Repair muscles, ligaments, tendons and connective tissue",Wound management; Age; Instruction; Dissection; Instrumentation; Infection control; Muscle; Graft; Debridement; Informed consent; Anatomy; Pathology; Repair; Ventilation; Trauma; Asepsis; Physiology
8092,sfheusc40.pdf,SFHEUSC40,Repair organs of the body,Wound management; Age; Instruction; Dissection; Infection control; Debridement; Informed consent; Anatomy; Pathology; Repair; Ventilation; Trauma; Asepsis; Physiology
8093,sfheusc41.pdf,SFHEUSC41,Close an invasive intervention site,Maximum; Parameter; Instrumentation; Infection control; Sterility; Anatomy; Pathology; Trauma; Asepsis; Physiology
8094,sfheusc42.pdf,SFHEUSC42,Implant medical devices,Wound management; Age; Instruction; Dissection; Infection control; Muscle; Debridement; Informed consent; Medical device; Anatomy; Cochlear implant; Pathology; Ventilation; Trauma; Asepsis; Physiology
8095,sfheusc43.pdf,SFHEUSC43,Transplant organs/tissues,Management; History; Age; Instruction; Dissection; Transplanting; Infection control; Debridement; Informed consent; Anatomy; Transplant; Pathology; Ventilation; Trauma; Asepsis; Physiology
8096,sfheusc49.pdf,SFHEUSC49,Provide care for individuals as they recover from invasive interventions,Parameter; Cleanliness; Instruction; Infection control; Anaesthetic; Cardiovascular system; Anatomy; Drainage; Mobility; Asepsis; Physiology
8097,sfheusc50.pdf,SFHEUSC50,Monitor and maintain the status of an individual during their post intervention transportation,Parameter; Infection control; Anatomy; Pathology; Transport; Physiology
8098,sfheusc51.pdf,SFHEUSC51,Operate equipment required to support an intervention,Parameter; Instruction; Instrumentation; Infection control; Anaesthetic; Sterility; Traceability; Storage; Decontamination; Asepsis
